point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,45.79440068243242,43.183575966216225,42.541418844594595,-0.012204819397762537,0.0,0.13239071547243103,0.05164866379139488,0.0,0.5885436476461029,-0.026161679260356507,0.0,0.8179533239948241
