point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,37.806281931972805,40.22826256462586,43.487805238095255,0.00625373243361349,0.0,0.08185905429701712,0.00873145354196403,0.0,0.5743765045366048,0.004447629609715231,0.0,0.7827280823817676
