point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,36.87966275949366,40.559194892405024,43.47784784177213,-0.0005280640308074902,0.0,0.14892159557877002,0.03309393068006172,0.0,0.6263681385477862,0.0029998357626802585,0.0,0.7185758486088375
