point_index,x,y,z,gap_effect,gap_effect_normalized,gap_baseline,homo_effect,homo_effect_normalized,homo_baseline,lumo_effect,lumo_effect_normalized,lumo_baseline
85,8.182897,19.894291,27.3716,-0.10402504863688,-0.9582256628675657,0.7277855840285482,-0.19549496619558,0.8935409307146578,1.7785305759749417,-0.29952001483245,-0.3262185157808637,2.50631616000349
86,10.57184,20.649565,27.082961,-0.10558926128721,-0.9636111784370756,0.7277855840285482,-0.19823603001565,0.8825356013641155,1.7785305759749417,-0.30382529130286,-0.3738517541038322,2.50631616000349
87,8.167176,21.755158,26.988683,-0.09825189067338,-0.93834893313321,0.7277855840285482,-0.1910246294608,0.9114892643922099,1.7785305759749417,-0.28927652013418,-0.21288530069554013,2.50631616000349
88,9.534675,22.083572,26.947957,-0.10041884679551,-0.94580966804781,0.7277855840285482,-0.19364564360132,0.900965932670545,1.7785305759749417,-0.29406449039683,-0.2658590249549664,2.50631616000349
89,7.578009,20.485878,26.831116,-0.10770235669366,-0.9708864732692045,0.7277855840285482,-0.20128989357226,0.8702743858513537,1.7785305759749417,-0.30899225026592,-0.43101857936673904,2.50631616000349
90,10.476746,21.557642,26.647429,-0.10867552437935,-0.9742370469408352,0.7277855840285482,-0.20410190585588,0.8589841995038434,1.7785305759749417,-0.31277743023524,-0.4728975111410735,2.50631616000349
91,7.596043,21.335058,26.260486,-0.10597394615729,-0.9649356315775957,0.7277855840285482,-0.20432089480117,0.8581049622349415,1.7785305759749417,-0.31029484095845,-0.4454303397544882,2.50631616000349
92,9.918087,22.127661,26.016787,-0.10690615191167,-0.9681451751157719,0.7277855840285482,-0.20883922410956,0.8399639391077343,1.7785305759749417,-0.31574537602122,-0.5057346285538307,2.50631616000349
93,7.715463,21.008185,25.321732,-0.10989587115589,-0.978438647384273,0.7277855840285482,-0.22058109497211,0.7928205070257335,1.7785305759749417,-0.330476966128,-0.6687237762323557,2.50631616000349
94,9.678747,21.820916,25.089548,-0.10994196574156,-0.9785973490216389,0.7277855840285482,-0.22664455681919,0.7684758003673311,1.7785305759749417,-0.33658652256076,-0.7363194253409409,2.50631616000349
95,13.628383,23.208409,9.454943,-0.02573817719684,-0.6886873971211458,0.7277855840285482,-0.21227598102564,0.8261654126078117,1.7785305759749417,-0.23801415822248,0.3542774166631726,2.50631616000349
96,14.42501,22.714705,9.053677,-0.0173989656347,-0.6599758573596768,0.7277855840285482,-0.20360381020202,0.8609840459425384,1.7785305759749417,-0.22100277583672,0.5424900057856745,2.50631616000349
97,12.939686,23.715567,8.913523,-0.02722961655299,-0.6938223574296634,0.7277855840285482,-0.2114676385693,0.8294108952174872,1.7785305759749417,-0.2386972551223,0.34671968659625585,2.50631616000349
98,13.996027,23.506912,8.569367,-0.02330752080823,-0.6803187537514438,0.7277855840285482,-0.20150648820307,0.8694047617185008,1.7785305759749417,-0.2248140090113,0.5003228234091421,2.50631616000349
99,11.457315,22.796675,8.301044,-0.02543145853912,-0.6876313782312193,0.7277855840285482,-0.22791317177162,0.7633823307194196,1.7785305759749417,-0.25334463031074,0.18466228611287794,2.50631616000349
100,13.134959,20.44553,8.286907,-0.00404812797334,-0.6140095086819026,0.7277855840285482,-0.22181708112876,0.787858041494268,1.7785305759749417,-0.2258652091021,0.48869242875403773,2.50631616000349
101,13.217283,23.799881,7.952206,-0.02237104483457,-0.6770945080355215,0.7277855840285482,-0.19984691730253,0.8760679135237559,1.7785305759749417,-0.2222179621371,0.5290452806790209,2.50631616000349
102,14.440922,22.968978,7.824224,-0.01569418373386,-0.6541063680241599,0.7277855840285482,-0.19297415382865,0.9036619538465731,1.7785305759749417,-0.2086683375625,0.6789572552025076,2.50631616000349
103,11.945696,20.931069,7.769455,-0.01482970992284,-0.6511300225971492,0.7277855840285482,-0.22684656604112,0.7676647364282472,1.7785305759749417,-0.24167627596396,0.31376003564348753,2.50631616000349
104,13.832767,20.796614,7.620969,-0.00794170285728,-0.6274149162868647,0.7277855840285482,-0.20668289832521,0.8486215541804225,1.7785305759749417,-0.21462460118249,0.6130576256490099,2.50631616000349
105,11.621877,21.82007,7.373337,-0.01945346323528,-0.6670494025155163,0.7277855840285482,-0.22078625803901,0.7919967804472898,1.7785305759749417,-0.24023972127429,0.32965396309909445,2.50631616000349
106,12.840091,20.716102,7.369218,-0.01151092393778,-0.6397035879684296,0.7277855840285482,-0.21511783122996,0.8147554274646533,1.7785305759749417,-0.22662875516774,0.48024461547998554,2.50631616000349
