point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,33.44964759740261,42.0063928831169,34.59014561038962,0.005267371340146876,0.0,0.07461502977327705,0.0289083188138477,0.0,0.6218705141628915,0.01799753818053207,0.0,0.7531963069748435
