point_index,x,y,z,cp_effect,cp_effect_normalized,cp_baseline,dm_effect,dm_effect_normalized,dm_baseline,ea_effect,ea_effect_normalized,ea_baseline,efl_effect,efl_effect_normalized,efl_baseline,eng_effect,eng_effect_normalized,eng_baseline,gap_effect,gap_effect_normalized,gap_baseline,gse_effect,gse_effect_normalized,gse_baseline,hard_effect,hard_effect_normalized,hard_baseline,homo_effect,homo_effect_normalized,homo_baseline,ie_effect,ie_effect_normalized,ie_baseline,lumo_effect,lumo_effect_normalized,lumo_baseline,nfl_effect,nfl_effect_normalized,nfl_baseline,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s1_osc_effect,s1_osc_effect_normalized,s1_osc_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s2_osc_effect,s2_osc_effect_normalized,s2_osc_baseline
10,1.122996,-0.538428,1.148624,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
11,0.031934,-1.315289,1.142655,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
12,-0.014384,1.52042,1.014133,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
13,0.883597,1.544105,0.572729,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
14,-0.887639,1.605003,0.524583,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
15,0.169493,2.216574,0.318604,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
16,-1.187402,0.944692,-0.166038,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
17,1.186533,0.943963,-0.181159,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
18,-0.62196,2.116226,-0.31472,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
19,0.844949,1.925047,-0.361673,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
20,-0.76986,1.364262,-0.998047,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
21,0.105112,1.873408,-1.033195,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
22,0.711285,0.925563,-1.062109,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
23,1.321155,0.33051,0.657496,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
24,-1.364123,0.250464,0.603886,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
25,-0.765915,-1.197296,0.50525,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
26,-0.716984,-1.09585,-0.78371,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
27,-1.310343,-0.095467,-0.784025,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
28,1.307712,-0.122661,-0.784443,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
29,0.63093,-0.74625,-1.18087,0.0,1.0,-0.18186967672385634,0.0,-1.0,2.0171820815213057,0.0,-1.0,-0.07704637704851791,0.0,-1.0,0.0638751032037574,0.0,-1.0,0.18186967672385634,0.0,-1.0,7.771512020326048,0.0,1.0,-47955.21497703018,0.0,-1.0,0.25891605377237426,0.0,1.0,-8.165764859541328,0.0,-1.0,0.4407857304962306,0.0,1.0,-0.3942528392152813,0.0,1.0,15.655552004512078,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.2989468338366733,0.0
30,-0.630771,0.431596,-1.336152,-0.027944195265177996,-0.9275607460807814,-0.18186967672385634,0.13537634538956977,1.0,2.0171820815213057,0.02534307598052976,1.0,-0.07704637704851791,0.020291187608234465,0.9656151340477375,0.0638751032037574,0.027944195265177996,0.9275607460807815,0.18186967672385634,0.1226110902341988,0.21928792122095997,7.771512020326048,-1.935159087573993,-0.14259825971172213,-47955.21497703018,0.0026011192846482345,0.2638209608375386,0.25891605377237426,-0.8152474725598342,-0.8342592633116483,-8.165764859541328,0.03054531454982623,0.8450453463069738,0.4407857304962306,-0.6926363823256347,-1.0,-0.3942528392152813,-3.774310828150572,-0.9739047920462569,15.655552004512078,0.13201819506694168,0.31134471975260625,0.0,0.0003082793496937408,0.28953747165660104,0.0,0.11878950085627071,-0.01946240665041099,0.0,-0.00019278937810045444,-1.0,0.0
31,1.230972,-0.858014,0.200758,-0.028994360174635858,-1.0,-0.18186967672385634,0.10966877289128618,0.620205842840484,2.0171820815213057,0.024878082054158313,0.9633040656368084,-0.07704637704851791,0.020646145073628303,1.0,0.0638751032037574,0.028994360174635858,1.0,0.18186967672385634,0.20111917472522745,1.0,7.771512020326048,-3.3872957027997472,-1.0,-47955.21497703018,0.004116278120477546,1.0,0.25891605377237426,-0.8889119317712506,-1.0,-8.165764859541328,0.033110638295113404,1.0,0.4407857304962306,-0.6877927570460232,-0.9860139449696582,-0.3942528392152813,-3.824207574102818,-1.0,15.655552004512078,0.20134781202588403,1.0,0.0,0.00047812391104495866,1.0,0.0,0.24229463849616817,1.0,0.0,0.00035720992981377485,1.0,0.0
