point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,36.93926030519479,40.61340935064934,43.425741214285715,-0.00046506293066048143,0.0,0.14886502520440045,0.00868181291355874,0.0,0.6260138656458457,-0.003229791098825263,0.0,0.7183487892104059
