point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline
48,5.687986,4.812009,3.861425,-0.013993282811791019,-0.7416259015383913,2.549446387850332,-0.009167064125904734,-0.787158795462628,2.9289534382568907
49,7.325469,4.496272,3.281824,-0.014402789214912115,-0.7545772782754423,2.549446387850332,-0.009172274482728948,-0.7874789583967512,2.9289534382568907
50,8.643702,0.896404,3.09808,-0.0184021778677943,-0.8810651396778124,2.549446387850332,-0.011077797713609172,-0.9045684263969805,2.9289534382568907
51,4.720367,5.890194,2.82185,-0.0124428941032515,-0.6925920693440077,2.549446387850332,-0.008711354723001108,-0.7591566327579311,2.9289534382568907
52,8.593673,3.403233,2.729458,-0.015390418337757783,-0.7858128261178408,2.549446387850332,-0.009543855859009298,-0.8103116717231384,2.9289534382568907
53,6.430699,5.747069,2.456159,-0.013118218712253604,-0.7139504250725788,2.549446387850332,-0.008732181456675203,-0.7604363816093559,2.9289534382568907
54,9.366964,1.982928,1.937932,-0.016760652733138315,-0.8291489540449805,2.549446387850332,-0.010213412111792941,-0.8514541695757881,2.9289534382568907
55,8.177691,4.870391,1.796838,-0.014039094754405124,-0.743074786643311,2.549446387850332,-0.00895202851236121,-0.7739454138659715,2.9289534382568907
56,9.314422,0.257595,1.563825,-0.019083226067767356,-0.9026045142680876,2.549446387850332,-0.011493478625740572,-0.9301109420013862,2.9289534382568907
57,5.300456,6.529828,1.309629,-0.011996303428779331,-0.6784678358075852,2.549446387850332,-0.008453342031857325,-0.7433024210360526,2.9289534382568907
58,9.255157,3.567001,1.098649,-0.015138715493231647,-0.7778522708239559,2.549446387850332,-0.009399591019239928,-0.8014469709071158,2.9289534382568907
59,7.150538,6.004821,0.886252,-0.01299330467502946,-0.7099997939139311,2.549446387850332,-0.00860403996006509,-0.7525624184775077,2.9289534382568907
60,9.749293,1.465844,0.310339,-0.01725913802828405,-0.8449144483232307,2.549446387850332,-0.010483504652968989,-0.8680506568002051,2.9289534382568907
61,8.55014,4.941161,0.094726,-0.013970369534093585,-0.7409012279081907,2.549446387850332,-0.008896671495288277,-0.7705438685192085,2.9289534382568907
62,4.491328,6.734762,-0.220655,-0.011283442238701813,-0.655922318170865,2.549446387850332,-0.008317001559648318,-0.7349246520856954,2.9289534382568907
63,6.224677,6.468715,-0.523459,-0.012392317125428765,-0.690992481427894,2.549446387850332,-0.008475256069427672,-0.7446489818962232,2.9289534382568907
64,9.5487,2.996595,-0.542561,-0.015640457069308944,-0.7937207508450052,2.549446387850332,-0.009637609870517316,-0.8160726129451934,2.9289534382568907
65,9.470789,0.241324,-0.959507,-0.019035543008068423,-0.9010964517190545,2.549446387850332,-0.01147464490296457,-0.9289536585085542,2.9289534382568907
66,7.643508,5.588612,-1.243681,-0.013401002300377662,-0.7228939647997628,2.549446387850332,-0.008723030373388951,-0.7598740712390342,2.9289534382568907
67,8.772166,4.248332,-1.524451,-0.01456495562072746,-0.7597060826111024,2.549446387850332,-0.009150894279088106,-0.786165200249134,2.9289534382568907
68,5.0686,6.386798,-1.826214,-0.012039254105583819,-0.6798262282336047,2.549446387850332,-0.008504553227606682,-0.7464492163984885,2.9289534382568907
69,9.417774,1.802145,-1.834442,-0.016957283085710984,-0.8353677427005384,2.549446387850332,-0.010317292307522763,-0.857837338595536,2.9289534382568907
70,6.482758,5.645747,-2.582089,-0.013224623739313213,-0.7173156754854217,2.549446387850332,-0.008768213298339766,-0.762650444971692,2.9289534382568907
71,8.848565,0.311522,-2.590316,-0.019213565361132723,-0.9067267289127184,2.549446387850332,-0.01154019531597994,-0.9329815616391917,2.9289534382568907
72,8.655917,3.056835,-2.838365,-0.015737375962733502,-0.7967859852152437,2.549446387850332,-0.00970771405214954,-0.8203803333649107,2.9289534382568907
73,7.573165,4.393837,-3.156489,-0.014497918308553182,-0.7575859070075194,2.549446387850332,-0.009194632074276843,-0.788852774500216,2.9289534382568907
74,4.902717,5.441297,-3.394136,-0.01306810061937469,-0.712365350218388,2.549446387850332,-0.008918458225645853,-0.7718826066808286,2.9289534382568907
75,8.207293,1.585986,-3.665543,-0.01758865108743679,-0.8553358916421606,2.549446387850332,-0.010635518245266429,-0.8773914983929308,2.9289534382568907
76,6.101415,4.328759,-4.089109,-0.014580602398021725,-0.7602009400929739,2.549446387850332,-0.009356250970020685,-0.7987838371158575,2.9289534382568907
77,7.264539,2.990372,-4.173557,-0.016047122558764393,-0.8065822785763244,2.549446387850332,-0.009903305702664067,-0.8323989337854648,2.9289534382568907
78,7.196797,0.226313,-4.19266,-0.02019216162271764,-0.937676596266827,2.549446387850332,-0.011952854949615954,-0.9583384275039498,2.9289534382568907
79,4.725237,3.431677,-4.775382,-0.01579872259516657,-0.7987261828339733,2.549446387850332,-0.009999525812024679,-0.8383114103343619,2.9289534382568907
80,6.339728,1.631588,-4.816045,-0.01816700273491323,-0.8736273029995222,2.549446387850332,-0.010903546512559092,-0.8938611413328514,2.9289534382568907
81,4.705601,-1.401399,5.099228,-0.020823317990115164,-0.9576380518920683,2.549446387850332,-0.01101033480233804,-0.9004230052011263,2.9289534382568907
82,6.420938,-1.331941,4.802193,-0.019605690452722868,-0.9191283904020818,2.549446387850332,-0.010949801743426413,-0.8967034054872384,2.9289534382568907
83,5.516368,-2.914424,4.772688,-0.019294540731417342,-0.909287720679844,2.549446387850332,-0.009766863573614781,-0.8240149182855228,2.9289534382568907
84,7.197101,-2.806189,4.190155,-0.018415492044030035,-0.8814862244546516,2.549446387850332,-0.009961260047697262,-0.835960078209353,2.9289534382568907
85,4.694065,-4.332983,4.108166,-0.019291637843894094,-0.9091959116393691,2.549446387850332,-0.00846892342023553,-0.7442598570023757,2.9289534382568907
86,8.102166,-1.326362,3.802714,-0.01873659077705314,-0.8916415495716127,2.549446387850332,-0.010800830469841927,-0.887549506501044,2.9289534382568907
87,6.426306,-4.316657,3.742759,-0.01818620246420055,-0.8742345289802499,2.549446387850332,-0.008991744655138856,-0.7763858679908512,2.9289534382568907
88,8.512979,-2.854183,3.019605,-0.017828402063921,-0.8629184476067486,2.549446387850332,-0.009936153583115725,-0.8344173509764445,2.9289534382568907
89,5.308153,-5.460991,2.901963,-0.018493676990721575,-0.8839589640554264,2.549446387850332,-0.007955629306368284,-0.7127192629301626,2.9289534382568907
90,7.798157,-4.405933,2.618262,-0.017529255053779114,-0.853457385219003,2.549446387850332,-0.009133041153045252,-0.7850681718862034,2.9289534382568907
91,9.187529,-1.347799,2.429885,-0.018245456424836437,-0.8761085420884913,2.549446387850332,-0.010665058396920557,-0.879206664214987,2.9289534382568907
92,6.742931,-5.598448,1.862388,-0.0176397432610238,-0.8569517735512024,2.549446387850332,-0.00836244669309405,-0.7377171378513516,2.9289534382568907
93,8.976908,-3.651354,1.507383,-0.01733767385635998,-0.8473982851790537,2.549446387850332,-0.009544152251185434,-0.8103298842548257,2.9289534382568907
94,4.548621,-6.182865,1.499912,-0.018924184642879815,-0.8975745430763873,2.549446387850332,-0.0070439600693452675,-0.6566995491710761,2.9289534382568907
95,9.658081,-2.089873,0.92608,-0.017702877290388663,-0.8589485008135856,2.549446387850332,-0.01024108886965136,-0.8531548346745371,2.9289534382568907
96,8.085981,-5.025057,0.880498,-0.01721980758359276,-0.8436705522509098,2.549446387850332,-0.008868433531371789,-0.7688087187614887,2.9289534382568907
97,5.950701,-6.235865,0.446719,-0.017912368922942346,-0.8655740505871268,2.549446387850332,-0.007780772031013683,-0.701974736169509,2.9289534382568907
98,3.49246,-6.263806,0.106278,-0.020067246081996615,-0.9337259175573855,2.549446387850332,-0.0059373398849795755,-0.5887006045421826,2.9289534382568907
99,9.344035,-3.416811,-0.206361,-0.017287956090485945,-0.845825871386616,2.549446387850332,-0.009645550363503563,-0.8165605356765209,2.9289534382568907
100,7.288633,-5.670048,-0.570822,-0.0173705438409395,-0.8484378575773991,2.549446387850332,-0.008449403079721307,-0.7430603826275932,2.9289534382568907
101,9.74897,-1.484658,-0.724777,-0.017941473277269804,-0.8664945281540479,2.549446387850332,-0.010522284704470142,-0.8704335905402436,2.9289534382568907
102,4.903923,-6.31819,-0.946915,-0.018605022480167044,-0.8874804654795523,2.549446387850332,-0.007201325194026609,-0.6663692285704801,2.9289534382568907
103,8.442661,-4.542752,-1.259081,-0.017231600334923325,-0.8440435192279446,2.549446387850332,-0.009118845939787512,-0.7841959127913978,2.9289534382568907
104,9.225638,-2.792204,-1.835183,-0.01757544291816382,-0.8549181595262346,2.549446387850332,-0.009939922779777177,-0.8346489583505902,2.9289534382568907
105,6.21644,-5.76761,-1.964456,-0.017866959407090377,-0.8641378929525609,2.549446387850332,-0.008124913494416575,-0.7231213379078941,2.9289534382568907
106,7.405671,-4.692693,-2.696783,-0.01760030546626723,-0.8557044823399346,2.549446387850332,-0.008945264915875661,-0.7735298083769242,2.9289534382568907
107,4.682874,-5.549763,-2.835702,-0.01893936328861523,-0.8980545950554999,2.549446387850332,-0.0075683978354823545,-0.6889248918177018,2.9289534382568907
108,8.89045,-1.414329,-2.91041,-0.018339317238968533,-0.8790770591993499,2.549446387850332,-0.010665516529569263,-0.8792348152798711,2.9289534382568907
109,8.220883,-3.113019,-3.223616,-0.017838862441825754,-0.8632492758771342,2.549446387850332,-0.009806396217529656,-0.8264440968804733,2.9289534382568907
110,5.917167,-4.622957,-3.683401,-0.018360071107694775,-0.8797334376358682,2.549446387850332,-0.008692236424838296,-0.757981862844515,2.9289534382568907
111,7.652363,-1.703314,-4.142619,-0.018743022669433174,-0.8918449697396762,2.549446387850332,-0.01061275204230494,-0.8759925741762397,2.9289534382568907
112,6.769902,-3.200289,-4.262719,-0.018448176148479156,-0.8825199180594584,2.549446387850332,-0.009703440610100866,-0.8201177414175127,2.9289534382568907
113,5.063487,-3.413568,-4.632381,-0.01937797615176029,-0.9119265159559125,2.549446387850332,-0.009304237730277443,-0.795587758226968,2.9289534382568907
114,6.165146,-1.0698,-4.880147,-0.019934844149029463,-0.9295384682244767,2.549446387850332,-0.011172988059292788,-0.9104176266345992,2.9289534382568907
115,-1.328089,0.81128,5.099891,-0.0008074450519677256,-0.32460005989213825,2.549446387850332,-0.0008319729847729995,-0.27498902936761427,2.9289534382568907
116,-1.002037,2.821256,-4.684109,0.0031652793463070594,-0.19895550351308666,2.549446387850332,-0.002737593751575229,-0.39208449069767204,2.9289534382568907
117,-2.557715,0.219071,-4.913529,0.006839233637043751,-0.08276008929885437,2.549446387850332,0.0042115101306214875,0.0349199474843187,2.9289534382568907
118,-1.418517,-0.929104,5.090722,-0.003999195561097846,-0.42554491198568345,2.549446387850332,0.002081059114091399,-0.09599075047176198,2.9289534382568907
119,-2.497642,-2.257073,4.712643,0.0006732397042670257,-0.2777707405929868,2.549446387850332,0.008679449309300757,0.309463239851989,2.9289534382568907
120,-2.558726,-2.605069,-4.562681,0.0005089353497247373,-0.28296716140349576,2.549446387850332,0.00974034607878993,0.37465259904194137,2.9289534382568907
121,-0.989678,-1.770365,-4.949365,-0.007873552012823026,-0.5480784050824418,2.549446387850332,0.0020547608642460524,-0.097606709822888,2.9289534382568907
122,-0.24208,-2.790247,5.09994,-0.010875333543541643,-0.6430151464626789,2.549446387850332,0.0007500909579625237,-0.17777529699465444,2.9289534382568907
123,-1.437972,-4.022711,4.798838,-0.005733809400150669,-0.48040519536990245,2.549446387850332,0.005909408994888565,0.13925143581961996,2.9289534382568907
124,0.516895,-4.329509,4.794677,-0.012483021570159902,-0.6938611726778587,2.549446387850332,0.00018424653556348147,-0.21254497144202178,2.9289534382568907
125,-0.666762,-5.512905,4.279192,-0.008159200564758162,-0.5571125544444752,2.549446387850332,0.004368578883532148,0.04457141560589761,2.9289534382568907
126,-3.043517,-3.857586,4.125899,0.0016552502552871218,-0.24671289019288112,2.549446387850332,0.012586036241207132,0.5495128903315942,2.9289534382568907
127,1.092414,-5.74455,3.918987,-0.013104677178514823,-0.7135221497056694,2.549446387850332,-1.5873658312237637e-05,-0.22484183912501865,2.9289534382568907
128,-2.360708,-5.442654,3.796144,-0.0026335816112754706,-0.3823549139619119,2.549446387850332,0.009672613138167474,0.3704905852417153,2.9289534382568907
129,-0.123997,-6.772482,3.157911,-0.009256898689331106,-0.5918292324903971,2.549446387850332,0.0036080979252557377,-0.0021581699409324306,2.9289534382568907
130,-3.831232,-4.910022,2.933314,0.004748257763944164,-0.14889096313671435,2.549446387850332,0.016818742347018745,0.8096017195304215,2.9289534382568907
131,-1.879104,-6.74876,2.742951,-0.004542386988491298,-0.44272431812656554,2.549446387850332,0.008230879807372915,0.2818998055727875,2.9289534382568907
132,1.917456,-6.574726,2.614245,-0.014709112806995162,-0.7642653129783846,2.549446387850332,-0.0013209541771774802,-0.3050356573766103,2.9289534382568907
133,-3.381887,-6.302331,1.929391,0.0008696546156450324,-0.2715587656528078,2.549446387850332,0.013763962505768834,0.6218934089345167,2.9289534382568907
134,0.634736,-7.480308,1.742999,-0.01080884714368402,-0.6409123944522501,2.549446387850332,0.0022256943206291346,-0.08710329157692398,2.9289534382568907
135,-1.071858,-7.603187,1.404544,-0.0067061226318734235,-0.511156350600892,2.549446387850332,0.006194958437731657,0.1567977096243296,2.9289534382568907
136,2.175713,-7.15172,0.961403,-0.0148800835670575,-0.7696725708569202,2.549446387850332,-0.0014440016062304828,-0.31259660324865657,2.9289534382568907
137,-2.631055,-7.230958,0.662287,-0.0023755375269582935,-0.3741938055511824,2.549446387850332,0.010631643465168317,0.4294205153338,2.9289534382568907
138,-4.368234,-5.714543,0.615477,0.007006271854006041,-0.07747720517085177,2.549446387850332,0.019917298970008268,1.0,2.9289534382568907
139,0.212269,-7.847924,0.093372,-0.009667949566267264,-0.6048294559904949,2.549446387850332,0.0033170258224348714,-0.020043796899812394,2.9289534382568907
140,-1.421055,-7.70849,-0.497861,-0.00582977946820229,-0.48344042143070076,2.549446387850332,0.007098588441793119,0.21232343333630266,2.9289534382568907
141,-3.543384,-6.598717,-0.709313,0.0013254495674450695,-0.25714343028657993,2.549446387850332,0.014403499773222528,0.6611913178757172,2.9289534382568907
142,1.731018,-7.413209,-0.723876,-0.01350526504576921,-0.7261914617006986,2.549446387850332,-0.0002252684558605722,-0.23770860718621123,2.9289534382568907
143,-0.094907,-7.60237,-1.622358,-0.009045007732956023,-0.5851277997844078,2.549446387850332,0.003897412512490206,0.015619462236420523,2.9289534382568907
144,-4.231298,-5.411127,-1.784067,0.006562999311850337,-0.09149649680315186,2.549446387850332,0.019190327972514076,0.9553295147659413,2.9289534382568907
145,-2.270973,-7.053249,-1.891495,-0.003434404039493355,-0.40768236400489155,2.549446387850332,0.00945997841381363,0.3574247320684292,2.9289534382568907
146,1.927422,-6.749318,-2.330665,-0.014575219516816063,-0.760030696790564,2.549446387850332,-0.0011937072223009437,-0.2972166615177877,2.9289534382568907
147,-3.019588,-5.879645,-2.944216,-0.0003284571858346297,-0.30945120688401706,2.549446387850332,0.012269334091127071,0.5300523633401317,2.9289534382568907
148,-0.892265,-6.842047,-3.002374,-0.007261508796647664,-0.528721437250856,2.549446387850332,0.0055312162246958785,0.1160124694581659,2.9289534382568907
149,0.720487,-6.321239,-3.529207,-0.011666084877019589,-0.6680240800157151,2.549446387850332,0.001338036408793375,-0.14164757158291086,2.9289534382568907
150,-3.583171,-4.326585,-3.532233,0.004131926883758741,-0.16838353605650636,2.549446387850332,0.015549863822177823,0.7316324200630469,2.9289534382568907
151,-1.668951,-5.581977,-4.011026,-0.005056218494263742,-0.45897516392507975,2.549446387850332,0.007340439720971315,0.22718456814444088,2.9289534382568907
152,1.543793,-4.915517,-4.26475,-0.015292146503318893,-0.7827048025539631,2.549446387850332,-0.002032090128417874,-0.3487331200247624,2.9289534382568907
153,-0.174036,-4.897352,-4.634412,-0.009883058362156305,-0.6116326586602918,2.549446387850332,0.0026189776403802156,-0.06293705002354955,2.9289534382568907
154,-2.826781,1.712348,5.094509,0.012239664564315245,0.08803825463041526,2.549446387850332,0.002798224994458476,-0.05192276429386189,2.9289534382568907
155,-1.510837,2.84255,4.81913,0.006872663744332819,-0.08170280201210911,2.549446387850332,-0.001292856171426049,-0.30330910768569797,2.9289534382568907
156,-3.244925,3.370057,4.741679,0.018741766940493232,0.29367894013601825,2.549446387850332,0.0025641235852869038,-0.06630768965913358,2.9289534382568907
157,-4.442607,1.133771,4.74149,0.021205739146870073,0.3716064940672632,2.549446387850332,0.007844013970616182,0.25812790173072053,2.9289534382568907
158,-4.887069,2.793762,4.410695,0.026326685406043993,0.5335656325502363,2.549446387850332,0.006449359244660613,0.17242998041453172,2.9289534382568907
159,-5.365431,4.192417,3.429278,0.031782474352783474,0.7061147734391686,2.549446387850332,0.006136301147967149,0.1531933710670459,2.9289534382568907
160,-6.649008,3.20242,2.688535,0.037003201329441904,0.8712296566269515,2.549446387850332,0.009968407273898805,0.3886663688947809,2.9289534382568907
161,-6.910849,4.092651,1.18473,0.040056797795316346,0.9678051385511564,2.549446387850332,0.009472552763031938,0.35819739326539635,2.9289534382568907
162,-7.141233,3.901034,-0.542632,0.041074759219693835,1.0,2.549446387850332,0.010268575073023811,0.4071109028373616,2.9289534382568907
163,-6.487977,4.121013,-2.170225,0.03766863557355693,0.8922752117723249,2.549446387850332,0.008477406721771441,0.2970482460572037,2.9289534382568907
164,-6.326516,2.798511,-3.294722,0.034533132976973135,0.7931093011080417,2.549446387850332,0.00975901438448279,0.37579971808337786,2.9289534382568907
165,-5.2877,4.189398,-3.492556,0.031368062188084966,0.6930082431663318,2.549446387850332,0.0059901852245376475,0.14421492595366914,2.9289534382568907
166,-1.642428,4.42369,-4.131356,0.013108646163698001,0.11552136108587918,2.549446387850332,-0.0007184781457816314,-0.2680150654174963,2.9289534382568907
167,-3.69875,4.269416,-4.209563,0.02354374874432441,0.4455502538734266,2.549446387850332,0.0030511973744480336,-0.03637826664003563,2.9289534382568907
168,-5.40137,1.650283,-4.276611,0.027732027797030323,0.5780121140008077,2.549446387850332,0.009346293360245728,0.3504390799251622,2.9289534382568907
169,-4.037259,2.621848,-4.792096,0.021329236892244197,0.3755123324481193,2.549446387850332,0.004784739431480389,0.0701434035891848,2.9289534382568907
170,-6.158008,1.691092,3.857223,0.03075338509274017,0.6735679741674303,2.549446387850332,0.010749684317235442,0.43667382001508104,2.9289534382568907
171,-7.548869,1.707156,2.480259,0.03531884516165329,0.817958862514472,2.549446387850332,0.013183379993508382,0.58621811703088,2.9289534382568907
172,-7.873006,2.62732,1.005801,0.038319205361005526,0.9128506517331463,2.549446387850332,0.012619692149721029,0.5515809587545313,2.9289534382568907
173,-8.2303,1.815073,-0.516161,0.03766508177382555,0.8921628164622188,2.549446387850332,0.01427729797230537,0.6534365440211707,2.9289534382568907
174,-7.513038,2.747905,-1.845621,0.03769083922644034,0.8929774422411041,2.549446387850332,0.011867462958999209,0.5053584229551777,2.9289534382568907
175,-3.746432,-0.653396,5.099902,0.011204610456030828,0.05530280630176043,2.549446387850332,0.008412804630328008,0.29307861483139086,2.9289534382568907
176,-5.464766,-0.541169,4.803718,0.018880742435284148,0.29807429018802445,2.549446387850332,0.011102103719832446,0.45832907968041736,2.9289534382568907
177,-4.647349,-2.114632,4.797571,0.01198156342635226,0.0798753417954925,2.549446387850332,0.011991137328956736,0.5129578927222826,2.9289534382568907
178,-4.798083,-3.659483,3.96992,0.010407757650727323,0.030100902725151757,2.549446387850332,0.01503652362937924,0.700088994559829,2.9289534382568907
179,-6.893467,0.045879,3.961693,0.025732102397959977,0.5147608752120023,2.549446387850332,0.012677189203361916,0.5551140038065625,2.9289534382568907
180,-7.811618,1.163644,-2.514257,0.033262711920555965,0.7529299495986697,2.549446387850332,0.01366527921426064,0.6158295762212997,2.9289534382568907
181,-7.178953,0.012823,-3.723675,0.02656073127340708,0.5409677541748712,2.549446387850332,0.013102590764268118,0.5812538281056163,2.9289534382568907
182,-5.252102,-3.700943,-3.788737,0.012228447227020656,0.08768348615748889,2.549446387850332,0.015540479893642267,0.7310558019551308,2.9289534382568907
183,-6.422581,-1.458152,-4.267341,0.019986825820757392,0.3330561671957466,2.549446387850332,0.013320051255442777,0.5946162121532501,2.9289534382568907
184,-4.29742,-2.533794,-4.701309,0.00975635082321924,0.009498989866539853,2.549446387850332,0.01226013224766831,0.5294869338886576,2.9289534382568907
