point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,37.05461501960782,40.751859980392155,43.32179298039216,-0.0020868986981338877,0.0,0.135226136329757,0.00963580564390698,0.0,0.6301455617261145,-0.015177417704669183,0.0,0.7735582331120141
