point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline
46,-0.857866,4.477199,0.006017,-0.010176863972677808,-0.1596212812901101,7.569199294361743,-0.019948942961427463,-0.45576190791731563,9.390299874696828
47,2.150638,-4.008451,-0.200119,-0.0076577779678741464,-0.0897281512121435,7.569199294361743,-0.014387972022380069,-0.3174400817696008,9.390299874696828
48,-3.363268,-3.057683,-0.246972,-0.0006436931618454267,0.10488066356862213,7.569199294361743,-0.001501694662994879,0.003089091307043601,9.390299874696828
49,3.393195,2.990451,-0.463367,-0.0021690204812641056,0.0625597977687602,7.569199294361743,-0.0028996697927841097,-0.03168369836962037,9.390299874696828
50,-4.479816,-0.346714,-0.660407,0.0055896916210897984,0.27782861875114695,7.569199294361743,0.012633174962314087,0.3546753521170172,9.390299874696828
51,4.400146,0.829468,-0.745548,0.0042526132871492095,0.24073080242398115,7.569199294361743,0.010842110618817458,0.3101249861007276,9.390299874696828
52,0.697642,4.417148,-0.774845,-0.017929643212767132,-0.37472549244448705,7.569199294361743,-0.029604829147251266,-0.6959393562329215,9.390299874696828
53,4.004795,-1.975621,-0.80594,0.00022239390174938478,0.12891062351411198,7.569199294361743,0.003905234430321869,0.1375793294752179,9.390299874696828
54,-3.488515,2.777363,-0.836823,-0.00435651870956022,0.0018667138787806792,7.569199294361743,-0.004286163874434479,-0.06617091209883486,9.390299874696828
55,-0.511961,-4.37828,-1.049939,-0.020763086214220294,-0.4533405932752763,7.569199294361743,-0.03296479210801628,-0.7795140085042231,9.390299874696828
56,-1.804073,3.914524,-1.371253,-0.019612255264440215,-0.4214102911270581,7.569199294361743,-0.028411594098301407,-0.666259206344838,9.390299874696828
57,-3.892479,-1.827917,-1.399704,-0.00493428426252418,-0.014163641127310278,7.569199294361743,-0.0006739839712999185,0.023677304346122474,9.390299874696828
58,2.142106,3.683601,-1.506421,-0.01894098730308702,-0.4027856713838004,7.569199294361743,-0.026030012580410045,-0.6070205035562184,9.390299874696828
59,2.872803,-3.13091,-1.537516,-0.014395620771757045,-0.2766725122377939,7.569199294361743,-0.0172191553707286,-0.38786203779040596,9.390299874696828
60,-4.037182,1.242354,-1.600763,-0.004882462797028531,-0.012725832167309936,7.569199294361743,0.001349012082997092,0.07399666612432276,9.390299874696828
61,1.144614,-4.053607,-1.629743,-0.024403468515709292,-0.5543445737849966,7.569199294361743,-0.035210968483227134,-0.8353846867498897,9.390299874696828
62,4.098734,-0.532317,-1.80912,-0.005561564800031782,-0.03156781078241211,7.569199294361743,0.002199007471697101,0.0951391816437912,9.390299874696828
63,3.616006,1.943141,-1.868348,-0.010522417318679977,-0.16920880824034168,7.569199294361743,-0.0066529871863920675,-0.12504252395714777,9.390299874696828
64,-0.231048,3.9163,-2.207219,-0.030789895215648677,-0.7315387431071562,7.569199294361743,-0.04182902001277,-1.0,9.390299874696828
65,-3.818029,-0.363175,-2.349473,-0.011396522650582774,-0.19346123850593244,7.569199294361743,-0.0028602720066857046,-0.030703730342626523,9.390299874696828
