point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,46.01361470394736,43.22257866447365,42.52336040131581,0.0001019969180757474,0.0,0.13381622380992028,-0.03190268018930542,0.0,0.6436450032049265,-0.0035094390897371097,0.0,0.797784412010084
