point_index,x,y,z,t1_exe_effect,t1_exe_effect_normalized,t1_exe_baseline,t2_exe_effect,t2_exe_effect_normalized,t2_exe_baseline,t3_exe_effect,t3_exe_effect_normalized,t3_exe_baseline
0,46.01361470394736,43.22257866447365,42.52336040131581,-0.02661735343970595,0.0,0.40318663094139856,0.0029986181719823257,0.0,0.5660158951890173,0.02840636885474468,0.0,1.515637832574024
