point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,45.07254488666667,37.54597075333335,40.65702604666668,0.011443607995777705,0.0,0.1343719173387596,-0.0291125521540877,0.0,0.6317399416668941,0.020098673306862325,0.0,0.7744307593120622
