point_index,x,y,z,cp_effect,cp_effect_normalized,dm_effect,dm_effect_normalized,ea_effect,ea_effect_normalized,efl_effect,efl_effect_normalized,eng_effect,eng_effect_normalized,gap_effect,gap_effect_normalized,gse_effect,gse_effect_normalized,hard_effect,hard_effect_normalized,homo_effect,homo_effect_normalized,ie_effect,ie_effect_normalized,lumo_effect,lumo_effect_normalized,nfl_effect,nfl_effect_normalized,s1_exe_effect,s1_exe_effect_normalized,s1_osc_effect,s1_osc_effect_normalized,s2_exe_effect,s2_exe_effect_normalized,s2_osc_effect,s2_osc_effect_normalized
20,-0.76986,1.364262,-0.998047,-0.028280206578536138,0.3682534270007931,0.004746689934499226,-0.02429241394506021,0.027698914765821314,0.054597083711316996,0.021218201610260667,-0.1637191007351545,0.028280206578536138,-0.3682534270007932,0.026697260891049623,0.028854477965432945,1.699487514430075,0.4279520445812339,0.0005812918127148237,-0.08464126387956061,-0.7837816162238749,0.44143164639075705,0.02886149839125096,-0.37066357629283375,-0.7570843553328249,0.07886279841812738,-3.903746119907188,0.12943931022800892,0.028567090232367143,0.09896870957706239,0.00024567335587826616,0.551270585889398,-0.04148680592079668,-0.36206046832447614,-0.0006910167525935663,-0.8874598990555824
21,0.105112,1.873408,-1.033195,-0.02707585634615839,0.7371229130803776,-0.03354797355673189,-0.2236714351771455,0.028029889885289094,0.12818466339566892,0.020746337873163143,-0.3211476136074305,0.02707585634615839,-0.7371229130803776,-0.04936994454094812,-0.3344787491723106,3.1975526691312552,0.7786842173255906,-0.0009540335391307053,-0.5034558499269761,-0.7169626870052532,0.9539758977725898,0.026121822807027684,-0.8960984347295332,-0.7663326315462021,0.012443743421161058,-3.838216025326762,0.2893803734302336,-0.04953981391891116,-0.23752177059594004,-7.83423550954343e-05,0.363608948692451,-0.1572744605109282,-0.9032899247614153,-0.0008370507263021115,-1.0
22,0.711285,0.925563,-1.062109,-0.029696244367919178,-0.06545191684071583,0.06606354142979809,0.2949503400476785,0.027558758162939512,0.023435269495681643,0.021854703356023172,0.04863780529106254,0.029696244367919178,0.06545191684071572,0.09929517640809937,0.37561672298919135,0.21984716951556038,0.08153355175166555,0.002137486204979666,0.33986609504750254,-0.8551257141374435,-0.10582356531699699,0.031833730572898844,0.19937267347281762,-0.7558305377293445,0.08786743651936346,-3.9909975118651797,-0.08351750732255836,0.10337961940774587,0.4212667719407077,0.00036151145380637975,0.6183610582669383,0.06541258468321409,0.13762232838518207,-0.00048003065530770686,-0.7248648803525481
23,1.321155,0.33051,0.657496,-0.03205039085900552,-0.7864820482574273,-0.023831976278050115,-0.17308563937401078,0.028092491533527664,0.14210324369721916,0.02316622359181754,0.48620200887454423,0.03205039085900552,0.7864820482574273,0.19079148279022817,0.8126466898481894,-1.5461560407929937,-0.33192920124092984,0.003957899325477854,0.8364485077460719,-0.9716969404012463,-1.0,0.03600829018448337,1.0,-0.7809054576110185,-0.0922150398513607,-4.166756542752868,-0.5124972981737428,0.18084700873624726,0.755002173646163,0.0007920250273429005,0.8677035416995684,0.23950941760932043,0.951407999971106,0.00019067242935532258,-0.20799205319552894
24,-1.364123,0.250464,0.603886,-0.03182941468702438,-0.7188012650407483,-0.009732409889630755,-0.09967703645043191,0.027666596643300068,0.047411611824169864,0.02291883306940673,0.4036647868337251,0.03182941468702438,0.7188012650407483,0.20278850501711965,0.8699501858420904,-1.8817482997255865,-0.4104992165451662,0.0041628180437243145,0.8923473750790418,-0.9712595836885338,-0.9966451921405293,0.0359922327307487,0.9969203850344475,-0.7684710786714127,-0.002914106403006489,-4.134009795334864,-0.4325714315626059,0.19404721213357057,0.8118696532603058,0.000838176551086315,0.8944333273596408,0.24990492296896782,1.0,0.00019971809611308623,-0.20102107086740295
25,-0.765915,-1.197296,0.50525,-0.028906131174792904,0.17654467157508158,0.107335005270222,0.5098279056177051,0.026227035659999842,-0.2726541645382182,0.02103939409668923,-0.22337488425666496,0.028906131174792904,-0.1765446715750817,0.11731084372710843,0.4616681364581301,-1.8253906251120497,-0.39730456369178746,0.0026790955147930617,0.48760929398332387,-0.8457784662656138,-0.034124149912234225,0.031585226689585966,0.1517127959671054,-0.728467622538505,0.28438178438333406,-3.8789999192572147,0.18983802729860177,0.11336282817028653,0.46427519413688634,-0.00020200805335644778,0.29198492981069646,0.17295806389974278,0.6403251550781832,0.0004346993032687625,-0.019934381915697186
26,-0.716984,-1.09585,-0.78371,-0.02635682378271298,0.9573488614981835,0.19584185602299797,0.9706338682935092,0.022955649703035874,-1.0,0.018769631701346337,-0.9806386669541567,0.02635682378271298,-0.9573488614981834,0.16349648587717436,0.6822727756651543,-4.399654129272676,-1.0,0.003401174079677105,0.6845818997454209,-0.7923204907573229,0.3759329754816485,0.029757997862390084,-0.19872640408924658,-0.6288240048801489,1.0,-3.5555676391964113,0.9792478866626146,0.1750499628766775,0.7300280594360606,0.00013414109287341117,0.4866739432979823,0.19219590538758702,0.7302491329698069,0.0001075815490273707,-0.2720254820079988
27,-1.310343,-0.095467,-0.784025,-0.028457007111363453,0.3141027987787588,0.13197157712991103,0.6380968375283749,0.02390019788465736,-0.7899932336528787,0.020075314744660067,-0.5450219334967508,0.028457007111363453,-0.3141027987787587,0.230015648562107,1.0,-4.070004011497076,-0.9228211792457506,0.004556809226706093,0.9998224806053699,-0.885553476322734,-0.3392241117318865,0.033013816338069546,0.42569808241404594,-0.6555378277606275,0.8081472881928768,-3.743759011938483,0.5199241448830034,0.23769601801919205,0.9999120268638508,0.0008632548186066555,0.9089580203962451,0.24394485662198928,0.9721406959945607,9.217351305388331e-05,-0.283899581436891
28,1.307712,-0.122661,-0.784443,-0.02840853857968284,0.32894778480642106,0.1338239842988549,0.6477412917315537,0.023851078587611596,-0.8009142061755469,0.020036420197660595,-0.557998371844464,0.02840853857968284,-0.32894778480642095,0.22994310274049035,0.9996534865802729,-4.110893972887425,-0.9323944778148175,0.004557459992071244,1.0,-0.8841697198024008,-0.3286098074007233,0.032965998571754085,0.4165272442975152,-0.6542266170619085,0.81756411069055,-3.7382376750207698,0.5334002203040897,0.23771643853542646,1.0,0.0008523601100505762,0.9026480830223029,0.2445800050991629,0.9751095881987795,9.974902327479333e-05,-0.27806156536901205
29,0.63093,-0.74625,-1.18087,-0.026217568814480785,1.0,0.20148219934893996,1.0,0.022983056587207784,-0.9939064716521794,0.018711599577434873,-1.0,0.026217568814480785,-1.0,0.15412011797782288,0.6374867737559915,-4.32908084896917,-0.9834771405897345,0.003234512227273001,0.639118952989141,-0.7833237144026217,0.4449440484738958,0.029452081041753786,-0.2573973512152764,-0.6292035964247972,0.9972738582738361,-3.5470652075974467,1.0,0.16706198662402727,0.6956152505548008,9.114866424884266e-05,0.4617738249718859,0.18247028871658877,0.6847884122825165,8.256713114281012e-05,-0.2913026751316532
30,-0.630771,0.431596,-1.336152,-0.027944195205449773,0.47116729638458477,0.1353314462345372,0.6555898078922919,0.025343076014564758,-0.4691899372295488,0.020291187590309817,-0.47299999498291523,0.027944195205449773,-0.4711672963845849,0.12251379277705343,0.4865199008711103,-1.9351590736187063,-0.42300393085395616,0.002601119190885015,0.46633847879109647,-0.8151130673947051,0.20109922303632466,0.03054531439633479,-0.04772912764514847,-0.6925992746176516,0.5419802511937808,-3.774310823400178,0.44535551745732227,0.13192150605672026,0.5442273891603522,0.00030811677665055007,0.5874362228552421,0.11870430297763779,0.38672529041667736,-0.00019265707970491405,-0.5034023645708244
31,1.230972,-0.858014,0.200758,-0.0289943601183964,0.14952183037039912,0.1096506797261525,0.5218843350108315,0.024878082089912823,-0.5725746796781268,0.020646145057928,-0.35457507298368507,0.0289943601183964,-0.14952183037039912,0.20109139640301876,0.8618439862510487,-3.3872956967170467,-0.7629831576203157,0.004116278028483578,0.879651930954277,-0.8888798229591774,-0.3647393342376861,0.03311063814687998,0.44426727129861887,-0.6877884265561579,0.5765306879028629,-3.824207569658988,0.3235711877067977,0.20131960294838702,0.8431996656820473,0.00047805798062724655,0.6858618345937906,0.24227183540208497,0.9643204463430624,0.0003572325821922077,-0.07963359017793437
