point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s3_exe_effect,s3_exe_effect_normalized,s3_exe_baseline
0,32.09261531972788,35.73079849659864,38.42436593197279,-0.0007299448257700458,0.0,0.13667438959676192,-0.014414935191352729,0.0,0.5800389463541019,0.0138507216111744,0.0,0.8196995466585565
