point_index,x,y,z,t1_exe_effect,t1_exe_effect_normalized,t1_exe_baseline,t2_exe_effect,t2_exe_effect_normalized,t2_exe_baseline,t3_exe_effect,t3_exe_effect_normalized,t3_exe_baseline
0,45.07254488666667,37.54597075333335,40.65702604666668,-0.008395453201578695,0.0,0.39888879223378654,0.05365437891842173,0.0,0.5515173253705957,0.026716323675304965,0.0,1.4364568417723844
