point_index,x,y,z,t1_exe_effect,t1_exe_effect_normalized,t1_exe_baseline,t2_exe_effect,t2_exe_effect_normalized,t2_exe_baseline,t3_exe_effect,t3_exe_effect_normalized,t3_exe_baseline
0,0.567627,2.47457,-0.895792,-0.06484941837154912,-0.8568272868321772,2.0886432596752122,0.05767202796706172,0.6183789876241015,2.7592914314515546,-0.022121861173880486,-0.3713638107382684,2.8707995259007903
1,3.386174,0.840029,1.699955,0.010568640343279867,0.30931906230424033,2.0886432596752122,-0.022292568896282727,-0.6631591695827499,2.7592914314515546,0.039232291414049936,0.4957822511579446,2.8707995259007903
2,3.301212,1.79498,1.412066,0.00039213600118959135,0.15196559036760338,2.0886432596752122,-0.017491605706075664,-0.586217400838384,2.7592914314515546,0.04856466410082527,0.6276809064590199,2.8707995259007903
3,2.491566,0.497108,1.404295,0.0009927385339123518,0.16125236415563005,2.0886432596752122,-0.02741990258985849,-0.745331456204528,2.7592914314515546,0.05438108139953357,0.7098869698170216,2.8707995259007903
4,4.306793,0.585986,1.401205,0.01017582142745388,0.30324512785978164,2.0886432596752122,-0.02422650924862113,-0.6941531150598867,2.7592914314515546,0.02292047891809723,0.2652400079416741,2.8707995259007903
5,4.679169,0.160874,-0.85379,0.0028000522571169917,0.18919782358502846,2.0886432596752122,-0.027152373379190742,-0.7410439476684185,2.7592914314515546,0.019910575066050207,0.22269967184546235,2.8707995259007903
6,3.372509,2.272609,-0.933369,-0.003682880072295447,0.08895594522763339,2.0886432596752122,-0.015323205895841685,-0.5514659332402428,2.7592914314515546,0.04249777696227364,0.5419348392694496,2.8707995259007903
7,2.257317,0.150396,-1.064909,0.0003862793435134293,0.1518750322163651,2.0886432596752122,-0.029952699330227706,-0.7859228653349877,2.7592914314515546,0.056401364837332935,0.7384405518177042,2.8707995259007903
8,4.247918,0.83631,-1.462618,0.011767126478707812,0.32785056861898854,2.0886432596752122,-0.021631887687134643,-0.6525708816092636,2.7592914314515546,0.02690226865996781,0.32151644805733537,2.8707995259007903
9,2.974479,1.536612,-1.501752,-0.0031295546580456524,0.09751169994616382,2.0886432596752122,-0.02047770666688553,-0.6340736081183345,2.7592914314515546,0.05533202450180719,0.7233270799227254,2.8707995259007903
10,3.168172,0.150369,-1.533771,0.006478592246054404,0.24607698557024982,2.0886432596752122,-0.031195673140737235,-0.805843160428815,2.7592914314515546,0.03368206497496473,0.41733838393335243,2.8707995259007903
11,2.166173,1.481159,1.699935,-0.01563676646041179,-0.0958801697167102,2.0886432596752122,-0.02031232763599089,-0.6314231909736627,2.7592914314515546,0.04796011623257712,0.6191365572818746,2.8707995259007903
12,1.763008,2.350288,1.412795,-0.026060571736188365,-0.25705751468681737,2.0886432596752122,-0.004013095557015678,-0.3702064943138471,2.7592914314515546,0.030065071514169706,0.3662177750888622,2.8707995259007903
13,2.733717,2.584867,1.170593,-0.016863046021037498,-0.1148414298845366,2.0886432596752122,-0.01215883900056447,-0.5007527791849531,2.7592914314515546,0.036776606569282055,0.4610749436232695,2.8707995259007903
14,0.909804,2.268301,0.849561,-0.050559809594703964,-0.6358752311883851,2.0886432596752122,0.03597530970671503,0.2706604543296911,2.7592914314515546,-0.0029670769515628415,-0.1006405588597643,2.8707995259007903
15,3.30332,2.703296,0.348492,-0.006824738577092759,0.04037518237975357,2.0886432596752122,-0.011856925711863031,-0.49591422043751243,2.7592914314515546,0.03459729536798095,0.43027375012383695,2.8707995259007903
16,1.541423,2.6499,-1.080189,-0.029767432882133793,-0.3143745905405604,2.0886432596752122,0.008933145054643266,-0.16272590931727327,2.7592914314515546,0.021867158455211033,0.25035295217152975,2.8707995259007903
17,2.490013,2.425859,-1.382684,-0.019741926634340157,-0.15935591585793918,2.0886432596752122,-0.0127498583468455,-0.5102246439052989,2.7592914314515546,0.03753426643314661,0.47178329406891195,2.8707995259007903
18,1.214876,1.745466,-1.389238,-0.02503802396769572,-0.24124644281139096,2.0886432596752122,-0.0020388193654685693,-0.33856611380074986,2.7592914314515546,0.024779867654578958,0.2915195921648208,2.8707995259007903
19,1.716748,0.877659,-1.521058,-0.0038613425479301355,0.08619648193773144,2.0886432596752122,-0.023305219820534795,-0.6793882365732031,2.7592914314515546,0.04716257396183954,0.6078645306937034,2.8707995259007903
20,0.953137,0.775225,1.699922,-0.004377268883893226,0.07821900779746449,2.0886432596752122,-0.01352895610898397,-0.5227107133602755,2.7592914314515546,0.016986380250139543,0.18137070042498382,2.8707995259007903
21,-0.00459,0.838118,1.406696,-0.049122870508941485,-0.6136566631511271,2.0886432596752122,-0.01604981567246222,-0.5631108134830596,2.7592914314515546,-0.028144372657849193,-0.4564826966777922,2.8707995259007903
22,-0.198831,0.090254,-1.043128,-0.02422845993421463,-0.22872861673467038,2.0886432596752122,-0.013541312491744062,-0.5229087406950368,2.7592914314515546,-0.017920878340170532,-0.31198941525420787,2.8707995259007903
23,0.06578,0.970531,-1.441211,-0.052776614177968195,-0.6701524138098222,2.0886432596752122,-0.016022161883532338,-0.5626676250334817,2.7592914314515546,-0.029382550265731666,-0.47398242230866283,2.8707995259007903
24,0.675506,0.099427,-1.530621,0.001461147854369571,0.16849510983565463,2.0886432596752122,-0.019892661379881105,-0.6246974855791125,2.7592914314515546,0.011527825175463136,0.10422246616544362,2.8707995259007903
25,0.974153,-0.63725,1.699928,-0.003092894229379972,0.09807855920739073,2.0886432596752122,-0.026156460072962684,-0.7250831230877303,2.7592914314515546,0.024290836696698737,0.28460789586743607,2.8707995259007903
26,0.128943,-0.180979,1.409136,-0.008577299856197929,0.013276328708722973,2.0886432596752122,-0.01940141814670726,-0.61682466469992,2.7592914314515546,-0.000404795247660239,-0.06442666957454346,2.8707995259007903
27,1.893532,-0.352994,1.40071,-0.0021166748136876024,0.11317328223480683,2.0886432596752122,-0.030702338569589482,-0.7979368230996146,2.7592914314515546,0.055767124746616936,0.7294765489953545,2.8707995259007903
28,0.472288,-1.45066,1.400617,-0.001758097210149412,0.11871776283234192,2.0886432596752122,-0.023975871078039113,-0.6901363077244819,2.7592914314515546,0.020814840452749284,0.23548006462916793,2.8707995259007903
29,0.992607,-2.050563,-0.926655,-0.0035059192567228337,0.09169218920602207,2.0886432596752122,-0.01968011207400755,-0.6212911025490037,2.7592914314515546,0.037537069240986654,0.4718229074231548,2.8707995259007903
30,0.400689,-1.366507,-1.420327,-0.0013966019261517637,0.12430735785570213,2.0886432596752122,-0.024309850361398766,-0.695488766339054,2.7592914314515546,0.019074885367870387,0.2108884903658501,2.8707995259007903
31,1.40301,-1.290392,-1.503371,-0.007374890587954486,0.03186849618457677,2.0886432596752122,-0.02758870467879726,-0.7480367323701911,2.7592914314515546,0.050881732868048424,0.6604290901090297,2.8707995259007903
32,2.211978,-1.290331,1.699951,-0.006203060011356065,0.049987842823739026,2.0886432596752122,-0.024355958455948734,-0.6962277093818465,2.7592914314515546,0.07490777223483569,1.0,2.8707995259007903
33,1.412811,-1.817087,1.403074,-0.0063431441542478595,0.0478218017642249,2.0886432596752122,-0.023056319806048275,-0.6753992854822732,2.7592914314515546,0.052840719237528866,0.688116332845677,2.8707995259007903
34,3.132597,-1.544374,1.401201,-0.009776539139158658,-0.005266823095987361,2.0886432596752122,-0.02635097254880625,-0.7282004421217061,2.7592914314515546,0.07451908292972087,0.9945064777848827,2.8707995259007903
35,2.390745,-2.234443,1.393805,-0.005630853198431041,0.05883554982143058,2.0886432596752122,-0.019536563987741395,-0.6189905550922525,2.7592914314515546,0.06997755217410351,0.930318964086114,2.8707995259007903
36,3.224693,-2.368292,0.81709,-0.006708597668051208,0.04217100289505349,2.0886432596752122,-0.020367393987518856,-0.6323057019026161,2.7592914314515546,0.06058027445744951,0.7975029765641124,2.8707995259007903
37,1.281764,-2.520894,0.699874,-0.00264797395402816,0.10495810720424559,2.0886432596752122,-0.016422404583572803,-0.5690820423176945,2.7592914314515546,0.043580092883496846,0.5572317010013628,2.8707995259007903
38,3.391,-2.435748,-0.387366,-0.006740919069167184,0.041671235537571016,2.0886432596752122,-0.020684733088247587,-0.6373914796381379,2.7592914314515546,0.052857108444845036,0.688347968944985,2.8707995259007903
39,2.696541,-2.461168,-1.119027,-0.00557991212784259,0.059623222488960126,2.0886432596752122,-0.018500729166797125,-0.6023899355721894,2.7592914314515546,0.06668766876922128,0.8838215500023192,2.8707995259007903
40,3.193523,-1.612095,-1.344002,-0.009967773781045963,-0.008223775094825303,2.0886432596752122,-0.02623809180528136,-0.7263913792899601,2.7592914314515546,0.07277191312408382,0.9698129346013007,2.8707995259007903
41,2.694555,-0.742852,-1.538082,-0.006564982412176512,0.044391643536996206,2.0886432596752122,-0.0293392590847259,-0.7760916761260883,2.7592914314515546,0.07098606884912773,0.9445727876044254,2.8707995259007903
