point_index,x,y,z,t1_exe_effect,t1_exe_effect_normalized,t1_exe_baseline,t2_exe_effect,t2_exe_effect_normalized,t2_exe_baseline,t3_exe_effect,t3_exe_effect_normalized,t3_exe_baseline
0,33.44964759740261,42.0063928831169,34.59014561038962,0.06879829083976197,0.0,0.39715463597354694,0.05532917036700946,0.0,0.5257233927817969,0.04202614404150862,0.0,1.4946746736276493
